college_name,placement_year,programme,branch,record_scope,graduating_students,eligible_students,registered_students,students_placed,placement_percentage,higher_studies_count,median_package_lpa,average_package_lpa,highest_domestic_package_lpa,highest_international_package_lpa,internship_count,ppo_count,average_stipend,highest_stipend,source_type,source_id,source_page,notes
Indian Institute of Technology Guwahati,2023-24,B.Tech,Chemical Science & Technology,Branch-specific CCD registered students,,,52,43,83,,11,15.75,85,,,,,,College placement-cell reported,S015,6;10,Salary figures are CTC.
Indian Institute of Technology Guwahati,2023-24,B.Tech,CE,Branch-specific CCD registered students,,,93,61,66,,14.43,18.87,65.7,,,,,,College placement-cell reported,S015,6;10,Salary figures are CTC.
Indian Institute of Technology Guwahati,2023-24,B.Tech,CSE,Branch-specific CCD registered students,,,119,108,91,,34.5,39.91,205,,,,,,College placement-cell reported,S015,6;10,Salary figures are CTC.
Indian Institute of Technology Guwahati,2023-24,B.Tech,ECE,Branch-specific CCD registered students,,,106,90,85,,21.5,27.3,120,,,,,,College placement-cell reported,S015,6;10,Salary figures are CTC.
Indian Institute of Technology Guwahati,2023-24,B.Tech,EEE,Branch-specific CCD registered students,,,64,54,84,,22.76,25.93,75.97,,,,,,College placement-cell reported,S015,6;10,Salary figures are CTC.
Indian Institute of Technology Guwahati,2023-24,B.Tech,MnC,Branch-specific CCD registered students,,,76,66,87,,26.82,34.78,110,,,,,,College placement-cell reported,S015,6;10,Salary figures are CTC.
Indian Institute of Technology Guwahati,2023-24,B.Tech,ME,Branch-specific CCD registered students,,,114,91,80,,15,18.19,74.74,,,,,,College placement-cell reported,S015,6;10,Salary figures are CTC.
Indian Institute of Technology Guwahati,2023-24,B.Tech,EP,Branch-specific CCD registered students,,,42,19,45,,15,16.61,36.5,,,,,,College placement-cell reported,S015,6;10,Salary figures are CTC.
Indian Institute of Technology Guwahati,2022-23,All programmes,Overall,CCD registered students,,,1425,1112,78.04,,,,,,,215,,,College placement-cell reported,S016,2,Twenty international offers reported separately.
Indian Institute of Technology Guwahati,2022-23,B.Tech and B.Des,Overall,UG registered students,,,769,639,83.09,,21.63,25.75,120,240,,,,,College placement-cell reported,S016,6;9,Domestic and international highest CTC are reported separately.
Indian Institute of Technology Guwahati,2022-23,B.Tech,CHE,Branch-specific CCD registered students,,,69,60,86.96,,16.25,19.33058,51.65463,,,,,,College placement-cell reported,S016,6;8,Salary figures are CTC.
Indian Institute of Technology Guwahati,2022-23,B.Tech,BSBE,Branch-specific CCD registered students,,,56,36,64.29,,16.3163,18.06802,39.31,,,,,,College placement-cell reported,S016,6;8,Salary figures are CTC.
Indian Institute of Technology Guwahati,2022-23,B.Tech,Chemical Science & Technology,Branch-specific CCD registered students,,,43,36,83.72,,16.41682,21.46497,106,,,,,,College placement-cell reported,S016,6;8,Salary figures are CTC.
Indian Institute of Technology Guwahati,2022-23,B.Tech,CE,Branch-specific CCD registered students,,,78,47,60.26,,16,17.73627,32,,,,,,College placement-cell reported,S016,6;8,Salary figures are CTC.
Indian Institute of Technology Guwahati,2022-23,B.Tech,CSE,Branch-specific CCD registered students,,,108,104,96.3,,34.48107,42.10766,,240,,,,,College placement-cell reported,S016,6;8,Salary figures are CTC.
Indian Institute of Technology Guwahati,2022-23,B.Tech,ECE,Branch-specific CCD registered students,,,92,84,91.3,,,,,,,,,,College placement-cell reported,S016,6;8,"ECE and EEE salary compensation was published jointly at department level, so branch salary fields remain blank."
Indian Institute of Technology Guwahati,2022-23,B.Tech,EEE,Branch-specific CCD registered students,,,62,58,93.55,,,,,,,,,,College placement-cell reported,S016,6;8,"ECE and EEE salary compensation was published jointly at department level, so branch salary fields remain blank."
Indian Institute of Technology Guwahati,2022-23,B.Tech,MnC,Branch-specific CCD registered students,,,68,65,95.59,,28.1,29.00327,62.75,,,,,,College placement-cell reported,S016,6;8,Salary figures are CTC.
Indian Institute of Technology Guwahati,2022-23,B.Tech,ME,Branch-specific CCD registered students,,,101,87,86.14,,17.226,19.81239,51.65463,,,,,,College placement-cell reported,S016,6;8,Salary figures are CTC.
Indian Institute of Technology Guwahati,2022-23,B.Tech,EP,Branch-specific CCD registered students,,,42,25,59.52,,23.78555,22.66238,40.92718,,,,,,College placement-cell reported,S016,6;8,Salary figures are CTC.
