college_name,company_name,placement_year,role,role_category,eligible_branches,hiring_type,campus_status,number_selected,package_or_range,source_id,evidence_note,confidence_level
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor",MotorQ,Year not individually specified,,Not officially specified,Not published company-by-company,Full-time/internship/PPO not separated in list,historical recruiter,,,SRC001,Listed among companies that visited in the past; current participation not assumed.,B
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor",National Instruments,Year not individually specified,,Not officially specified,Not published company-by-company,Full-time/internship/PPO not separated in list,historical recruiter,,,SRC001,Listed among companies that visited in the past; current participation not assumed.,B
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor",Ericsson,Year not individually specified,,Not officially specified,Not published company-by-company,Full-time/internship/PPO not separated in list,historical recruiter,,,SRC001,Listed among companies that visited in the past; current participation not assumed.,B
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor",IBM,Year not individually specified,,Not officially specified,Not published company-by-company,Full-time/internship/PPO not separated in list,historical recruiter,,,SRC001,Listed among companies that visited in the past; current participation not assumed.,B
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor",Larsen & Toubro,Year not individually specified,,Not officially specified,Not published company-by-company,Full-time/internship/PPO not separated in list,historical recruiter,,,SRC001,Listed among companies that visited in the past; current participation not assumed.,B
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor",Tata Consultancy Services,Year not individually specified,,Not officially specified,Not published company-by-company,Full-time/internship/PPO not separated in list,historical recruiter,,,SRC001,Listed among companies that visited in the past; current participation not assumed.,B
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor",Optum,Year not individually specified,,Not officially specified,Not published company-by-company,Full-time/internship/PPO not separated in list,historical recruiter,,,SRC001,Listed among companies that visited in the past; current participation not assumed.,B
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor",HyperVerge,Year not individually specified,,Not officially specified,Not published company-by-company,Full-time/internship/PPO not separated in list,historical recruiter,,,SRC001,Listed among companies that visited in the past; current participation not assumed.,B
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor",Tiger Analytics,Year not individually specified,,Not officially specified,Not published company-by-company,Full-time/internship/PPO not separated in list,historical recruiter,,,SRC001,Listed among companies that visited in the past; current participation not assumed.,B
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor",Pega,Year not individually specified,,Not officially specified,Not published company-by-company,Full-time/internship/PPO not separated in list,historical recruiter,,,SRC001,Listed among companies that visited in the past; current participation not assumed.,B
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor",UKG,Year not individually specified,,Not officially specified,Not published company-by-company,Full-time/internship/PPO not separated in list,historical recruiter,,,SRC001,Listed among companies that visited in the past; current participation not assumed.,B
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor",Increff,Year not individually specified,,Not officially specified,Not published company-by-company,Full-time/internship/PPO not separated in list,historical recruiter,,,SRC001,Listed among companies that visited in the past; current participation not assumed.,B
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor",Infosys,Year not individually specified,,Not officially specified,Not published company-by-company,Full-time/internship/PPO not separated in list,historical recruiter,,,SRC001,Listed among companies that visited in the past; current participation not assumed.,B
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor",Myntra,Year not individually specified,,Not officially specified,Not published company-by-company,Full-time/internship/PPO not separated in list,historical recruiter,,,SRC001,Listed among companies that visited in the past; current participation not assumed.,B
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor",FactSet,Year not individually specified,,Not officially specified,Not published company-by-company,Full-time/internship/PPO not separated in list,historical recruiter,,,SRC001,Listed among companies that visited in the past; current participation not assumed.,B
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor",Sigmoid,Year not individually specified,,Not officially specified,Not published company-by-company,Full-time/internship/PPO not separated in list,historical recruiter,,,SRC001,Listed among companies that visited in the past; current participation not assumed.,B
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor",The Math Company,Year not individually specified,,Not officially specified,Not published company-by-company,Full-time/internship/PPO not separated in list,historical recruiter,,,SRC001,Listed among companies that visited in the past; current participation not assumed.,B
