college_name,placement_year,programme,branch,record_scope,graduating_students,eligible_students,registered_students,students_placed,placement_percentage,higher_studies_count,median_package_lpa,average_package_lpa,highest_domestic_package_lpa,highest_international_package_lpa,internship_count,ppo_count,average_stipend,highest_stipend,source_type,source_id,source_page,notes
Indian Institute of Technology Madras,2024-25,B.Tech,Electrical Engineering,branch-specific B.Tech,,,,,,,22.5,28.8,,,,,,,college-reported,S009,13,CTC values; branch denominator and placed count not published in CTC summary.
Indian Institute of Technology Madras,2024-25,B.Tech,Mechanical Engineering,branch-specific B.Tech,,,,,,,15.0,16.9,,,,,,,college-reported,S009,13,CTC values; branch denominator and placed count not published in CTC summary.
Indian Institute of Technology Madras,2024-25,B.Tech,Metallurgical and Materials Engineering,branch-specific B.Tech,,,,,,,16.0,18.4,,,,,,,college-reported,S009,13,CTC values; branch denominator and placed count not published in CTC summary.
Indian Institute of Technology Madras,2024-25,B.Tech,Naval Architecture and Ocean Engineering,branch-specific B.Tech,,,,,,,16.7,16.5,,,,,,,college-reported,S009,13,CTC values; branch denominator and placed count not published in CTC summary.
Indian Institute of Technology Madras,2024-25,B.Tech,Engineering Physics,branch-specific B.Tech,,,,,,,18.0,34.1,,,,,,,college-reported,S009,13,CTC values; branch denominator and placed count not published in CTC summary.
Indian Institute of Technology Madras,2024-25,Dual Degree,Aerospace Engineering,branch-specific Dual Degree,,,,,,,25.2,54.8,,,,,,,college-reported,S009,13,CTC values; denominator and placed count not published in CTC summary.
Indian Institute of Technology Madras,2024-25,Dual Degree,Biotechnology,branch-specific Dual Degree,,,,,,,22.0,22.8,,,,,,,college-reported,S009,13,CTC values; denominator and placed count not published in CTC summary.
Indian Institute of Technology Madras,2024-25,Dual Degree,Chemical Engineering,branch-specific Dual Degree,,,,,,,24.5,27.2,,,,,,,college-reported,S009,13,CTC values; denominator and placed count not published in CTC summary.
Indian Institute of Technology Madras,2024-25,Dual Degree,Civil Engineering,branch-specific Dual Degree,,,,,,,18.0,17.4,,,,,,,college-reported,S009,13,CTC values; denominator and placed count not published in CTC summary.
Indian Institute of Technology Madras,2024-25,Dual Degree,Electrical Engineering,branch-specific Dual Degree,,,,,,,38.2,43.5,,,,,,,college-reported,S009,13,CTC values; denominator and placed count not published in CTC summary.
Indian Institute of Technology Madras,2024-25,Dual Degree,Engineering Design,branch-specific Dual Degree,,,,,,,21.7,22.8,,,,,,,college-reported,S009,13,CTC values; denominator and placed count not published in CTC summary.
Indian Institute of Technology Madras,2024-25,Dual Degree,Mechanical Engineering,branch-specific Dual Degree,,,,,,,22.2,25.7,,,,,,,college-reported,S009,13,CTC values; denominator and placed count not published in CTC summary.
Indian Institute of Technology Madras,2024-25,Dual Degree,Metallurgical and Materials Engineering,branch-specific Dual Degree,,,,,,,22.0,23.4,,,,,,,college-reported,S009,13,CTC values; denominator and placed count not published in CTC summary.
Indian Institute of Technology Madras,2024-25,Dual Degree,Naval Architecture and Ocean Engineering,branch-specific Dual Degree,,,,,,,20.4,24.1,,,,,,,college-reported,S009,13,CTC values; denominator and placed count not published in CTC summary.
Indian Institute of Technology Madras,2024-25,Dual Degree,Physics,branch-specific Dual Degree,,,,,,,20.0,22.8,,,,,,,college-reported,S009,13,CTC values; denominator and placed count not published in CTC summary.
Indian Institute of Technology Madras,2023-24,B.Tech,Aerospace Engineering,branch-specific B.Tech,,,,,,,17.5,16.08,,,,,,,college-reported,S010,11,CTC values; branch denominator and placed count not published. Biotechnology department label retained with mapping caution.
Indian Institute of Technology Madras,2023-24,B.Tech,Biotechnology / Biological Engineering,branch-specific B.Tech,,,,,,,30.3,30.3,,,,,,,college-reported,S010,11,CTC values; branch denominator and placed count not published. Biotechnology department label retained with mapping caution.
Indian Institute of Technology Madras,2023-24,B.Tech,Chemical Engineering,branch-specific B.Tech,,,,,,,16.0,18.45,,,,,,,college-reported,S010,11,CTC values; branch denominator and placed count not published. Biotechnology department label retained with mapping caution.
Indian Institute of Technology Madras,2023-24,B.Tech,Civil Engineering,branch-specific B.Tech,,,,,,,16.0,17.73,,,,,,,college-reported,S010,11,CTC values; branch denominator and placed count not published. Biotechnology department label retained with mapping caution.
Indian Institute of Technology Madras,2023-24,B.Tech,Computer Science and Engineering,branch-specific B.Tech,,,,,,,37.5,52.32,,,,,,,college-reported,S010,11,CTC values; branch denominator and placed count not published. Biotechnology department label retained with mapping caution.
Indian Institute of Technology Madras,2023-24,B.Tech,Electrical Engineering,branch-specific B.Tech,,,,,,,25.45,27.28,,,,,,,college-reported,S010,11,CTC values; branch denominator and placed count not published. Biotechnology department label retained with mapping caution.
Indian Institute of Technology Madras,2023-24,B.Tech,Mechanical Engineering,branch-specific B.Tech,,,,,,,16.0,18.5,,,,,,,college-reported,S010,11,CTC values; branch denominator and placed count not published. Biotechnology department label retained with mapping caution.
Indian Institute of Technology Madras,2023-24,B.Tech,Metallurgical and Materials Engineering,branch-specific B.Tech,,,,,,,13.1,14.28,,,,,,,college-reported,S010,11,CTC values; branch denominator and placed count not published. Biotechnology department label retained with mapping caution.
Indian Institute of Technology Madras,2023-24,B.Tech,Naval Architecture and Ocean Engineering,branch-specific B.Tech,,,,,,,16.5,18.12,,,,,,,college-reported,S010,11,CTC values; branch denominator and placed count not published. Biotechnology department label retained with mapping caution.
Indian Institute of Technology Madras,2023-24,B.Tech,Engineering Physics,branch-specific B.Tech,,,,,,,15.92,20.39,,,,,,,college-reported,S010,11,CTC values; branch denominator and placed count not published. Biotechnology department label retained with mapping caution.
Indian Institute of Technology Madras,2023-24,Dual Degree,Aerospace Engineering,branch-specific Dual Degree,,,,,,,16.5,18.06,,,,,,,college-reported,S010,11,CTC values; denominator and placed count not published.
Indian Institute of Technology Madras,2023-24,Dual Degree,Biotechnology,branch-specific Dual Degree,,,,,,,14.62,16.51,,,,,,,college-reported,S010,11,CTC values; denominator and placed count not published.
Indian Institute of Technology Madras,2023-24,Dual Degree,Chemical Engineering,branch-specific Dual Degree,,,,,,,20.58,28.06,,,,,,,college-reported,S010,11,CTC values; denominator and placed count not published.
Indian Institute of Technology Madras,2023-24,Dual Degree,Civil Engineering,branch-specific Dual Degree,,,,,,,19.0,19.44,,,,,,,college-reported,S010,11,CTC values; denominator and placed count not published.
Indian Institute of Technology Madras,2023-24,Dual Degree,Computer Science and Engineering,branch-specific Dual Degree,,,,,,,84.0,84.0,,,,,,,college-reported,S010,11,CTC values; denominator and placed count not published.
Indian Institute of Technology Madras,2023-24,Dual Degree,Electrical Engineering,branch-specific Dual Degree,,,,,,,39.27,38.71,,,,,,,college-reported,S010,11,CTC values; denominator and placed count not published.
Indian Institute of Technology Madras,2023-24,Dual Degree,Engineering Design,branch-specific Dual Degree,,,,,,,20.15,23.27,,,,,,,college-reported,S010,11,CTC values; denominator and placed count not published.
Indian Institute of Technology Madras,2023-24,Dual Degree,Mechanical Engineering,branch-specific Dual Degree,,,,,,,19.8,23.2,,,,,,,college-reported,S010,11,CTC values; denominator and placed count not published.
Indian Institute of Technology Madras,2023-24,Dual Degree,Metallurgical and Materials Engineering,branch-specific Dual Degree,,,,,,,17.6,21.12,,,,,,,college-reported,S010,11,CTC values; denominator and placed count not published.
Indian Institute of Technology Madras,2023-24,Dual Degree,Naval Architecture and Ocean Engineering,branch-specific Dual Degree,,,,,,,23.08,24.42,,,,,,,college-reported,S010,11,CTC values; denominator and placed count not published.
Indian Institute of Technology Madras,2023-24,Dual Degree,Physics,branch-specific Dual Degree,,,,,,,22.0,29.51,,,,,,,college-reported,S010,11,CTC values; denominator and placed count not published.
Indian Institute of Technology Madras,2022-23,,,overall full-time offers,,,,,,,17.0,,,,,,,,college-reported,S011,8-10,"1,612 full-time offers from 480+ companies. Offer count is not unique students placed. ₹17 LPA median and ₹131.6353 LPA maximum are for undergraduate B.Tech/DD/IDDD grouping. Highest reported CTC in source: 131.6353 LPA."
Indian Institute of Technology Madras,2022-23,,Aerospace Engineering,branch-specific undergraduate grouping,,,,,,,14.1,,,,,,,,college-reported,S011,10-16,"Report provides median and maximum CTC, but branch-specific average and placed denominator are not stated in the extracted table. Highest reported CTC in source: 66.26075 LPA."
Indian Institute of Technology Madras,2022-23,,Biotechnology Dual Degree,branch-specific undergraduate grouping,,,,,,,16.0,,,,,,,,college-reported,S011,10-16,"Report provides median and maximum CTC, but branch-specific average and placed denominator are not stated in the extracted table. Highest reported CTC in source: 36.0 LPA."
Indian Institute of Technology Madras,2022-23,,Civil Engineering,branch-specific undergraduate grouping,,,,,,,15.76,,,,,,,,college-reported,S011,10-16,"Report provides median and maximum CTC, but branch-specific average and placed denominator are not stated in the extracted table. Highest reported CTC in source: 76.5 LPA."
Indian Institute of Technology Madras,2022-23,,Chemical Engineering,branch-specific undergraduate grouping,,,,,,,15.92,,,,,,,,college-reported,S011,10-16,"Report provides median and maximum CTC, but branch-specific average and placed denominator are not stated in the extracted table. Highest reported CTC in source: 66.0 LPA."
Indian Institute of Technology Madras,2022-23,,Computer Science and Engineering,branch-specific undergraduate grouping,,,,,,,30.3656,,,,,,,,college-reported,S011,10-16,"Report provides median and maximum CTC, but branch-specific average and placed denominator are not stated in the extracted table. Highest reported CTC in source: 131.6353 LPA."
Indian Institute of Technology Madras,2022-23,,Electrical Engineering,branch-specific undergraduate grouping,,,,,,,21.28,,,,,,,,college-reported,S011,10-16,"Report provides median and maximum CTC, but branch-specific average and placed denominator are not stated in the extracted table. Highest reported CTC in source: 46.0 LPA."
Indian Institute of Technology Madras,2022-23,,Engineering Design,branch-specific undergraduate grouping,,,,,,,15.75,,,,,,,,college-reported,S011,10-16,"Report provides median and maximum CTC, but branch-specific average and placed denominator are not stated in the extracted table. Highest reported CTC in source: 25.804 LPA."
Indian Institute of Technology Madras,2022-23,,Engineering Physics,branch-specific undergraduate grouping,,,,,,,22.05924,,,,,,,,college-reported,S011,10-16,"Report provides median and maximum CTC, but branch-specific average and placed denominator are not stated in the extracted table. Highest reported CTC in source: 38.5 LPA."
Indian Institute of Technology Madras,2022-23,,Mechanical Engineering,branch-specific undergraduate grouping,,,,,,,15.92,,,,,,,,college-reported,S011,10-16,"Report provides median and maximum CTC, but branch-specific average and placed denominator are not stated in the extracted table. Highest reported CTC in source: 66.26075 LPA."
Indian Institute of Technology Madras,2022-23,,Metallurgical and Materials Engineering,branch-specific undergraduate grouping,,,,,,,15.3,,,,,,,,college-reported,S011,10-16,"Report provides median and maximum CTC, but branch-specific average and placed denominator are not stated in the extracted table. Highest reported CTC in source: 66.26075 LPA."
Indian Institute of Technology Madras,2022-23,,Naval Architecture and Ocean Engineering,branch-specific undergraduate grouping,,,,,,,17.0,,,,,,,,college-reported,S011,10-16,"Report provides median and maximum CTC, but branch-specific average and placed denominator are not stated in the extracted table. Highest reported CTC in source: 40.0 LPA."
