college_name,company_name,placement_year,role,role_category,eligible_branches,hiring_type,campus_status,number_selected,package_or_range,source_id,evidence_note,confidence_level
Indian Institute of Information Technology (IIIT) Pune,Commvault,2025,,unknown — not published,,job offer; internship/PPO status not separated,confirmed in official 2025-batch profile; provisional season,,32 LPA,S025,"Company and package were named in the official institute profile. Role, branch eligibility, selection count and base/CTC split were not published.",A for listing; B for institute-reported package
Indian Institute of Information Technology (IIIT) Pune,Fischer Jordan,2025,,unknown — not published,,job offer; internship/PPO status not separated,confirmed in official 2025-batch profile; provisional season,,23.25 LPA,S025,"Company and package were named in the official institute profile. Role, branch eligibility, selection count and base/CTC split were not published.",A for listing; B for institute-reported package
Indian Institute of Information Technology (IIIT) Pune,Walmart,2025,,unknown — not published,,job offer; internship/PPO status not separated,confirmed in official 2025-batch profile; provisional season,,22.6 LPA,S025,"Company and package were named in the official institute profile. Role, branch eligibility, selection count and base/CTC split were not published.",A for listing; B for institute-reported package
Indian Institute of Information Technology (IIIT) Pune,Yugabyte,2025,,unknown — not published,,job offer; internship/PPO status not separated,confirmed in official 2025-batch profile; provisional season,,21 LPA,S025,"Company and package were named in the official institute profile. Role, branch eligibility, selection count and base/CTC split were not published.",A for listing; B for institute-reported package
Indian Institute of Information Technology (IIIT) Pune,CRED,2025,,unknown — not published,,job offer; internship/PPO status not separated,confirmed in official 2025-batch profile; provisional season,,20 LPA,S025,"Company and package were named in the official institute profile. Role, branch eligibility, selection count and base/CTC split were not published.",A for listing; B for institute-reported package
Indian Institute of Information Technology (IIIT) Pune,Onsurity Tech,2025,,unknown — not published,,job offer; internship/PPO status not separated,confirmed in official 2025-batch profile; provisional season,,16.35 LPA,S025,"Company and package were named in the official institute profile. Role, branch eligibility, selection count and base/CTC split were not published.",A for listing; B for institute-reported package
Indian Institute of Information Technology (IIIT) Pune,Nomura Holdings (KakushIn8.0),2025,,unknown — not published,,job offer; internship/PPO status not separated,confirmed in official 2025-batch profile; provisional season,,13.66 LPA,S025,"Company and package were named in the official institute profile. Role, branch eligibility, selection count and base/CTC split were not published.",A for listing; B for institute-reported package
Indian Institute of Information Technology (IIIT) Pune,Adobe,,,unknown — not published,,,officially listed; year unavailable,,,S006,"Logo/name appears on official recruiter page; current participation, role and selection count are not established.",C
Indian Institute of Information Technology (IIIT) Pune,Microsoft,,,unknown — not published,,,officially listed; year unavailable,,,S006,"Logo/name appears on official recruiter page; current participation, role and selection count are not established.",C
Indian Institute of Information Technology (IIIT) Pune,Google,,,unknown — not published,,,officially listed; year unavailable,,,S006,"Logo/name appears on official recruiter page; current participation, role and selection count are not established.",C
Indian Institute of Information Technology (IIIT) Pune,Intel India,,,unknown — not published,,,officially listed; year unavailable,,,S006,"Logo/name appears on official recruiter page; current participation, role and selection count are not established.",C
Indian Institute of Information Technology (IIIT) Pune,NXP Semiconductors,,,unknown — not published,,,officially listed; year unavailable,,,S006,"Logo/name appears on official recruiter page; current participation, role and selection count are not established.",C
Indian Institute of Information Technology (IIIT) Pune,Texas Instruments,,,unknown — not published,,,officially listed; year unavailable,,,S006,"Logo/name appears on official recruiter page; current participation, role and selection count are not established.",C
Indian Institute of Information Technology (IIIT) Pune,Bosch Global Software,,,unknown — not published,,,officially listed; year unavailable,,,S006,"Logo/name appears on official recruiter page; current participation, role and selection count are not established.",C
Indian Institute of Information Technology (IIIT) Pune,ServiceNow,,,unknown — not published,,,officially listed; year unavailable,,,S006,"Logo/name appears on official recruiter page; current participation, role and selection count are not established.",C
Indian Institute of Information Technology (IIIT) Pune,Flipkart,,,unknown — not published,,,officially listed; year unavailable,,,S006,"Logo/name appears on official recruiter page; current participation, role and selection count are not established.",C
Indian Institute of Information Technology (IIIT) Pune,PayPal,,,unknown — not published,,,officially listed; year unavailable,,,S006,"Logo/name appears on official recruiter page; current participation, role and selection count are not established.",C
