college_name,company_name,placement_year,role,role_category,eligible_branches,hiring_type,campus_status,number_selected,package_or_range,source_id,evidence_note,confidence_level
Indian Institute of Technology Kanpur,IdeaForge,2024-25,,Multiple/unknown,Not publicly specified in the cited summary,Full-time / PPO / internship not consistently separated,confirmed for year,,,S010,Named in the official 2024-25 annual-report placement section.,B
Indian Institute of Technology Kanpur,Reliance Industries,2024-25,,Multiple/unknown,Not publicly specified in the cited summary,Full-time / PPO / internship not consistently separated,confirmed for year,,,S010,Named in the official 2024-25 annual-report placement section.,B
Indian Institute of Technology Kanpur,Meril Life Sciences,2024-25,,Multiple/unknown,Not publicly specified in the cited summary,Full-time / PPO / internship not consistently separated,confirmed for year,,,S010,Named in the official 2024-25 annual-report placement section.,B
Indian Institute of Technology Kanpur,Deutsche Bank,2024-25,,Multiple/unknown,Not publicly specified in the cited summary,Full-time / PPO / internship not consistently separated,confirmed for year,,,S010,Named in the official 2024-25 annual-report placement section.,B
Indian Institute of Technology Kanpur,ICICI Bank,2024-25,,Multiple/unknown,Not publicly specified in the cited summary,Full-time / PPO / internship not consistently separated,confirmed for year,,,S010,Named in the official 2024-25 annual-report placement section.,B
Indian Institute of Technology Kanpur,American Express,2024-25,,Multiple/unknown,Not publicly specified in the cited summary,Full-time / PPO / internship not consistently separated,confirmed for year,,,S010,Named in the official 2024-25 annual-report placement section.,B
Indian Institute of Technology Kanpur,SLB,2024-25,,Multiple/unknown,Not publicly specified in the cited summary,Full-time / PPO / internship not consistently separated,confirmed for year,,,S010,Named in the official 2024-25 annual-report placement section.,B
Indian Institute of Technology Kanpur,Samsung,2024-25,,Multiple/unknown,Not publicly specified in the cited summary,Full-time / PPO / internship not consistently separated,confirmed for year,,,S010,Named in the official 2024-25 annual-report placement section.,B
Indian Institute of Technology Kanpur,Micron,2024-25,,Multiple/unknown,Not publicly specified in the cited summary,Full-time / PPO / internship not consistently separated,confirmed for year,,,S010,Named in the official 2024-25 annual-report placement section.,B
Indian Institute of Technology Kanpur,Cars24,2024-25,,Multiple/unknown,Not publicly specified in the cited summary,Full-time / PPO / internship not consistently separated,confirmed for year,,,S010,Named in the official 2024-25 annual-report placement section.,B
Indian Institute of Technology Kanpur,Tata Group,2024-25,,Multiple/unknown,Not publicly specified in the cited summary,Full-time / PPO / internship not consistently separated,confirmed for year,,,S010,Named in the official 2024-25 annual-report placement section.,B
Indian Institute of Technology Kanpur,FedEx,2024-25,,Multiple/unknown,Not publicly specified in the cited summary,Full-time / PPO / internship not consistently separated,confirmed for year,,,S010,Named in the official 2024-25 annual-report placement section.,B
Indian Institute of Technology Kanpur,Jaguar Land Rover India,2024-25,,Multiple/unknown,Not publicly specified in the cited summary,Full-time / PPO / internship not consistently separated,confirmed for year,,,S010,Named in the official 2024-25 annual-report placement section.,B
Indian Institute of Technology Kanpur,Tower Research Capital,Year unavailable in current JoSAA profile,,Multiple/unknown,Not publicly specified in the cited summary,Full-time / PPO / internship not consistently separated,"officially listed, year unavailable",,,S002,Named as a prominent recruiter in the JoSAA 2026 institute profile; current-year participation not inferred.,A
Indian Institute of Technology Kanpur,Optiver,Year unavailable in current JoSAA profile,,Multiple/unknown,Not publicly specified in the cited summary,Full-time / PPO / internship not consistently separated,"officially listed, year unavailable",,,S002,Named as a prominent recruiter in the JoSAA 2026 institute profile; current-year participation not inferred.,A
Indian Institute of Technology Kanpur,IMC Trading,Year unavailable in current JoSAA profile,,Multiple/unknown,Not publicly specified in the cited summary,Full-time / PPO / internship not consistently separated,"officially listed, year unavailable",,,S002,Named as a prominent recruiter in the JoSAA 2026 institute profile; current-year participation not inferred.,A
Indian Institute of Technology Kanpur,Rubrik,Year unavailable in current JoSAA profile,,Multiple/unknown,Not publicly specified in the cited summary,Full-time / PPO / internship not consistently separated,"officially listed, year unavailable",,,S002,Named as a prominent recruiter in the JoSAA 2026 institute profile; current-year participation not inferred.,A
Indian Institute of Technology Kanpur,McKinsey & Company,Year unavailable in current JoSAA profile,,Multiple/unknown,Not publicly specified in the cited summary,Full-time / PPO / internship not consistently separated,"officially listed, year unavailable",,,S002,Named as a prominent recruiter in the JoSAA 2026 institute profile; current-year participation not inferred.,A
