college_name,company_name,placement_year,role,role_category,eligible_branches,hiring_type,campus_status,number_selected,package_or_range,source_id,evidence_note,confidence_level
Indian Institute of Information Technology Guwahati,IndiaMART,2025-26,,Not officially specified,,Full-time/internship/PPO not specified,confirmed for year; placement page includes on-campus and off-campus processes,,,SRC011,"Listed on the official 2025-26 placement-status page. The page does not provide company-specific role, eligibility, selection count or package.",C
Indian Institute of Information Technology Guwahati,Infosys,2025-26,,Not officially specified,,Full-time/internship/PPO not specified,confirmed for year; placement page includes on-campus and off-campus processes,,,SRC011,"Listed on the official 2025-26 placement-status page. The page does not provide company-specific role, eligibility, selection count or package.",C
Indian Institute of Information Technology Guwahati,JPMorgan Chase,2025-26,,Not officially specified,,Full-time/internship/PPO not specified,confirmed for year; placement page includes on-campus and off-campus processes,,,SRC011,"Listed on the official 2025-26 placement-status page. The page does not provide company-specific role, eligibility, selection count or package.",C
Indian Institute of Information Technology Guwahati,MAQ Software,2025-26,,Not officially specified,,Full-time/internship/PPO not specified,confirmed for year; placement page includes on-campus and off-campus processes,,,SRC011,"Listed on the official 2025-26 placement-status page. The page does not provide company-specific role, eligibility, selection count or package.",C
Indian Institute of Information Technology Guwahati,Microsoft,2025-26,,Not officially specified,,Full-time/internship/PPO not specified,confirmed for year; placement page includes on-campus and off-campus processes,,,SRC011,"Listed on the official 2025-26 placement-status page. The page does not provide company-specific role, eligibility, selection count or package.",C
Indian Institute of Information Technology Guwahati,Nagarro,2025-26,,Not officially specified,,Full-time/internship/PPO not specified,confirmed for year; placement page includes on-campus and off-campus processes,,,SRC011,"Listed on the official 2025-26 placement-status page. The page does not provide company-specific role, eligibility, selection count or package.",C
Indian Institute of Information Technology Guwahati,NatWest,2025-26,,Not officially specified,,Full-time/internship/PPO not specified,confirmed for year; placement page includes on-campus and off-campus processes,,,SRC011,"Listed on the official 2025-26 placement-status page. The page does not provide company-specific role, eligibility, selection count or package.",C
Indian Institute of Information Technology Guwahati,Oracle,2025-26,,Not officially specified,,Full-time/internship/PPO not specified,confirmed for year; placement page includes on-campus and off-campus processes,,,SRC011,"Listed on the official 2025-26 placement-status page. The page does not provide company-specific role, eligibility, selection count or package.",C
Indian Institute of Information Technology Guwahati,ServiceNow,2025-26,,Not officially specified,,Full-time/internship/PPO not specified,confirmed for year; placement page includes on-campus and off-campus processes,,,SRC011,"Listed on the official 2025-26 placement-status page. The page does not provide company-specific role, eligibility, selection count or package.",C
Indian Institute of Information Technology Guwahati,Sigmoid,2025-26,,Not officially specified,,Full-time/internship/PPO not specified,confirmed for year; placement page includes on-campus and off-campus processes,,,SRC011,"Listed on the official 2025-26 placement-status page. The page does not provide company-specific role, eligibility, selection count or package.",C
Indian Institute of Information Technology Guwahati,Tekion,2025-26,,Not officially specified,,Full-time/internship/PPO not specified,confirmed for year; placement page includes on-campus and off-campus processes,,,SRC011,"Listed on the official 2025-26 placement-status page. The page does not provide company-specific role, eligibility, selection count or package.",C
Indian Institute of Information Technology Guwahati,Vedya AI,2025-26,,Not officially specified,,Full-time/internship/PPO not specified,confirmed for year; placement page includes on-campus and off-campus processes,,,SRC011,"Listed on the official 2025-26 placement-status page. The page does not provide company-specific role, eligibility, selection count or package.",C
Indian Institute of Information Technology Guwahati,CGI,2024-25,,Not officially specified,,Full-time/internship/PPO not specified,confirmed for year; placement page includes on-campus and off-campus processes,,,SRC012,Listed on the official 2024-25 placement-status page; not repeated on the 2025-26 list.,C
Indian Institute of Information Technology Guwahati,CyFuture,2024-25,,Not officially specified,,Full-time/internship/PPO not specified,confirmed for year; placement page includes on-campus and off-campus processes,,,SRC012,Listed on the official 2024-25 placement-status page; not repeated on the 2025-26 list.,C
Indian Institute of Information Technology Guwahati,Flipkart,2024-25,,Not officially specified,,Full-time/internship/PPO not specified,confirmed for year; placement page includes on-campus and off-campus processes,,,SRC012,Listed on the official 2024-25 placement-status page; not repeated on the 2025-26 list.,C
Indian Institute of Information Technology Guwahati,GE Vernova,2024-25,,Not officially specified,,Full-time/internship/PPO not specified,confirmed for year; placement page includes on-campus and off-campus processes,,,SRC012,Listed on the official 2024-25 placement-status page; not repeated on the 2025-26 list.,C
Indian Institute of Information Technology Guwahati,InfoEdge,2024-25,,Not officially specified,,Full-time/internship/PPO not specified,confirmed for year; placement page includes on-campus and off-campus processes,,,SRC012,Listed on the official 2024-25 placement-status page; not repeated on the 2025-26 list.,C
Indian Institute of Information Technology Guwahati,Samsung,2024-25,,Not officially specified,,Full-time/internship/PPO not specified,confirmed for year; placement page includes on-campus and off-campus processes,,,SRC012,Listed on the official 2024-25 placement-status page; not repeated on the 2025-26 list.,C
Indian Institute of Information Technology Guwahati,Tesco,2024-25,,Not officially specified,,Full-time/internship/PPO not specified,confirmed for year; placement page includes on-campus and off-campus processes,,,SRC012,Listed on the official 2024-25 placement-status page; not repeated on the 2025-26 list.,C
